OID_,CID,name,POINT_X,POINT_Y
326,19,grspn326,-68.55575957,44.041921086000059
327,19,grspn327,-68.55762191,44.043177278000030
328,19,grspn328,-68.5576724,44.044820750000042
329,19,grspn329,-68.5562543,44.044304660000080
330,19,grspn330,-68.55519051,44.042151400000080
331,19,grspn331,-68.55592162,44.040453173000060
332,19,grspn332,-68.55513799,44.043272859000069
333,19,grspn333,-68.55911666,44.040876538000077
334,19,grspn334,-68.55576283,44.044017715000052
335,19,grspn335,-68.55827426,44.044776377000062
336,19,grspn336,-68.55695826,44.042182349000029
337,19,grspn337,-68.55633956,44.043646274000025
338,19,grspn338,-68.55917956,44.042231505000075
339,19,grspn339,-68.55831919,44.043515191000040
340,19,grspn340,-68.5565675,44.044949613000028
341,19,grspn341,-68.55795473,44.042106688000047
342,19,grspn342,-68.5560176,44.040439947000039
343,19,grspn343,-68.55880726,44.041104657000062
344,19,grspn344,-68.55818346,44.040975442000047
345,19,grspn345,-68.55938937,44.044635449000054
346,19,grspn346,-68.55846118,44.042929661000073
347,19,grspn347,-68.55610491,44.044744168000079
348,19,grspn348,-68.55721961,44.043295073000081
349,19,grspn349,-68.55575465,44.044353979000050
350,19,grspn350,-68.55776704,44.044382059000043
351,19,grspn351,-68.55642216,44.042193782000027
352,19,grspn352,-68.5588543,44.044654370000046
353,19,grspn353,-68.55636667,44.042041651000034
354,19,grspn354,-68.55725763,44.042950044000065
355,19,grspn355,-68.55716967,44.040858911000043
356,19,grspn356,-68.55772358,44.041241183000068
357,19,grspn357,-68.55855843,44.043251077000036
358,19,grspn358,-68.55591708,44.043925035000029
359,19,grspn359,-68.55599205,44.042956204000063
360,19,grspn360,-68.5549786,44.043708704000039
361,19,grspn361,-68.55922852,44.041380822000065
362,19,grspn362,-68.55835611,44.043970258000058
363,19,grspn363,-68.55737175,44.043581735000032
364,19,grspn364,-68.55881249,44.044092865000039
365,19,grspn365,-68.55905532,44.042146915000046
366,19,grspn366,-68.55625392,44.041936909000071
367,19,grspn367,-68.55897939,44.044371111000032
368,19,grspn368,-68.55695173,44.044700537000040
369,19,grspn369,-68.55574231,44.042331303000026
370,19,grspn370,-68.55758232,44.040962474000025
371,19,grspn371,-68.55834438,44.043594106000057
372,19,grspn372,-68.55686192,44.041592699000034
373,19,grspn373,-68.5579881,44.043648938000047
374,19,grspn374,-68.55779774,44.042399343000056
375,19,grspn375,-68.55640815,44.040830484000026
376,19,grspn376,-68.55461407,44.042483162000053
377,19,grspn377,-68.5569617,44.040412792000041
378,19,grspn378,-68.55665826,44.043521207000026
379,19,grspn379,-68.55786109,44.040916028000026
380,19,grspn380,-68.55674873,44.040392783000073
381,19,grspn381,-68.55692865,44.044542615000069
382,19,grspn382,-68.55736554,44.044135417000064
383,19,grspn383,-68.55726959,44.041392250000058
384,19,grspn384,-68.55624566,44.044875432000026
385,19,grspn385,-68.55650584,44.041935917000046
386,19,grspn386,-68.55617541,44.042746809000050
387,19,grspn387,-68.5584903,44.042124532000059
388,19,grspn388,-68.55796975,44.042390275000059
389,19,grspn389,-68.55552231,44.044009153000047
390,19,grspn390,-68.55822042,44.044207673000074
391,19,grspn391,-68.55819466,44.043179456000075
392,19,grspn392,-68.55624457,44.041571985000076
393,19,grspn393,-68.55882438,44.040748448000045
394,19,grspn394,-68.55656306,44.040822344000048
395,19,grspn395,-68.55766636,44.041454384000076
396,19,grspn396,-68.55596077,44.042491083000073
397,19,grspn397,-68.55898073,44.043433481000079
398,19,grspn398,-68.55450705,44.043532033000076
399,19,grspn399,-68.557026,44.044661470000051
400,19,grspn400,-68.558213,44.041719006000051
401,19,grspn401,-68.55824948,44.041304468000078
402,19,grspn402,-68.55670595,44.043707108000035
403,19,grspn403,-68.55593943,44.042766881000034
404,19,grspn404,-68.55872176,44.041887872000075
405,19,grspn405,-68.55510936,44.043073272000072
406,19,grspn406,-68.55600881,44.042009899000050
407,19,grspn407,-68.55893764,44.044762941000045
408,19,grspn408,-68.55775116,44.041428181000072
409,19,grspn409,-68.55694855,44.042993169000056
410,19,grspn410,-68.55556243,44.042787368000063
411,19,grspn411,-68.55808006,44.043119921000027
412,19,grspn412,-68.55607979,44.040320106000081
413,19,grspn413,-68.5580309,44.040054678000047
414,19,grspn414,-68.55693996,44.041446867000047
415,19,grspn415,-68.55682967,44.041727057000060
416,19,grspn416,-68.55729046,44.041267284000071
417,19,grspn417,-68.55710041,44.043892977000041
418,19,grspn418,-68.55814371,44.043680217000031
419,19,grspn419,-68.55499713,44.042853694000030
420,19,grspn420,-68.55942671,44.044134625000027
421,19,grspn421,-68.55697694,44.041531314000053
422,19,grspn422,-68.55882275,44.043532431000074
423,19,grspn423,-68.55892274,44.042038755000078
424,19,grspn424,-68.55693891,44.044367648000048
425,19,grspn425,-68.55594231,44.041646887000070
426,19,grspn426,-68.55487615,44.042599344000052
427,19,grspn427,-68.55610062,44.040974756000026
428,19,grspn428,-68.55634408,44.042936656000052
429,19,grspn429,-68.55732733,44.041173157000060
430,19,grspn430,-68.55888275,44.043359066000050
431,19,grspn431,-68.55861996,44.041547165000054
432,19,grspn432,-68.55732728,44.042534630000034
433,19,grspn433,-68.55645547,44.043667929000037
434,19,grspn434,-68.55898828,44.041003480000029
435,19,grspn435,-68.5545506,44.042605567000066
436,19,grspn436,-68.55646552,44.040916942000081
437,19,grspn437,-68.55515675,44.043677981000030
438,19,grspn438,-68.55529162,44.043620860000033
439,19,grspn439,-68.55688237,44.041154707000032
440,19,grspn440,-68.55868975,44.042818046000036
441,19,grspn441,-68.55863318,44.043747049000046
442,19,grspn442,-68.55475714,44.042794094000044
443,19,grspn443,-68.55628355,44.042775122000080
444,19,grspn444,-68.55566737,44.042620948000035
445,19,grspn445,-68.55907607,44.043389207000075
446,19,grspn446,-68.55591231,44.043526267000061
447,19,grspn447,-68.55691422,44.043645475000062
448,19,grspn448,-68.5569532,44.044239576000052
449,19,grspn449,-68.55789227,44.042766876000030
450,19,grspn450,-68.55592444,44.042679048000025
451,19,grspn451,-68.55627832,44.044172225000068
452,19,grspn452,-68.55832028,44.044704897000031
453,19,grspn453,-68.55859301,44.043095976000075
454,19,grspn454,-68.55516411,44.042247279000037
455,19,grspn455,-68.55729612,44.041019523000045
456,19,grspn456,-68.55747339,44.044561148000071
457,19,grspn457,-68.55523629,44.042761551000069
458,19,grspn458,-68.5565889,44.041249664000077
459,19,grspn459,-68.55418345,44.042657518000055
460,19,grspn460,-68.55853075,44.040764718000048
461,19,grspn461,-68.55533528,44.043228442000043
462,19,grspn462,-68.55415883,44.042400330000078
463,19,grspn463,-68.5561261,44.041946332000066
464,19,grspn464,-68.55570472,44.043452122000076
465,19,grspn465,-68.55716721,44.041049020000059
466,19,grspn466,-68.55686375,44.041070408000053
467,19,grspn467,-68.55582461,44.042515941000033
468,19,grspn468,-68.55667332,44.044348710000065
469,19,grspn469,-68.55478227,44.043039229000044
470,19,grspn470,-68.55609958,44.039996225000039
471,19,grspn471,-68.55646373,44.044506081000065
472,19,grspn472,-68.55692947,44.044784431000039
473,19,grspn473,-68.55724426,44.042754698000067
474,19,grspn474,-68.55802105,44.041380017000051
475,19,grspn475,-68.55696947,44.039995666000038
476,19,grspn476,-68.55752822,44.041664184000069
477,19,grspn477,-68.55569243,44.042461016000061
478,19,grspn478,-68.5565577,44.043984386000034
479,19,grspn479,-68.55742474,44.040264761000060
480,19,grspn480,-68.55589927,44.043312270000058
481,19,grspn481,-68.5563284,44.039949068000055
482,19,grspn482,-68.55879348,44.040897706000067
483,19,grspn483,-68.5576454,44.044076399000062
484,19,grspn484,-68.55801155,44.041538855000056
485,19,grspn485,-68.55706636,44.042551637000031
486,19,grspn486,-68.55638681,44.041807910000045
487,19,grspn487,-68.55884827,44.044570840000063
488,19,grspn488,-68.55906354,44.042279383000050
489,19,grspn489,-68.55654562,44.040367259000050
490,19,grspn490,-68.55730902,44.042089384000064
491,19,grspn491,-68.55881646,44.043187842000066
492,19,grspn492,-68.55581994,44.042870984000047
493,19,grspn493,-68.55561839,44.041911214000038
494,19,grspn494,-68.55743351,44.044000374000063
495,19,grspn495,-68.55478449,44.042413222000050
496,19,grspn496,-68.55775067,44.041984922000040
497,19,grspn497,-68.55582927,44.043907042000058
498,19,grspn498,-68.55612276,44.040536348000046
499,19,grspn499,-68.558096,44.044388429000037
500,19,grspn500,-68.55502076,44.043026302000044
501,19,grspn501,-68.55628241,44.044750625000063
502,19,grspn502,-68.55826658,44.041961420000064
503,19,grspn503,-68.55600543,44.039773697000044
504,19,grspn504,-68.55889735,44.040887085000065
505,19,grspn505,-68.55667711,44.041755884000054
506,19,grspn506,-68.55476245,44.043529572000068
507,19,grspn507,-68.55543009,44.042743124000026
508,19,grspn508,-68.55885912,44.041371727000069
509,19,grspn509,-68.55658478,44.043866480000077
510,19,grspn510,-68.55772715,44.041745189000039
511,19,grspn511,-68.55761169,44.041241547000027
512,19,grspn512,-68.55717554,44.043368348000058
513,19,grspn513,-68.55762947,44.039927264000028
514,19,grspn514,-68.55875347,44.041462982000041
515,19,grspn515,-68.55742719,44.044922250000070
516,19,grspn516,-68.55868914,44.041653988000064
517,19,grspn517,-68.55772035,44.044581976000075
518,19,grspn518,-68.55873936,44.044152796000049
519,19,grspn519,-68.5561354,44.043423008000048
520,19,grspn520,-68.55694493,44.042682369000033
521,19,grspn521,-68.5544446,44.042343235000033
522,19,grspn522,-68.55729074,44.044453170000054
523,19,grspn523,-68.55754929,44.043119253000043
524,19,grspn524,-68.5575069,44.042874638000058
525,19,grspn525,-68.55830521,44.043799732000025
526,19,grspn526,-68.5587967,44.044374456000071
527,19,grspn527,-68.55693925,44.043733327000041
528,19,grspn528,-68.5557726,44.040394992000074
529,19,grspn529,-68.55672557,44.040589379000039
530,19,grspn530,-68.55722488,44.041111919000059
531,19,grspn531,-68.55757945,44.044610622000050
532,19,grspn532,-68.5552951,44.043347169000072
533,19,grspn533,-68.55918582,44.043567450000069
534,19,grspn534,-68.55809505,44.040126414000042
535,19,grspn535,-68.55772623,44.044689338000069
536,19,grspn536,-68.55748682,44.043206519000080
537,19,grspn537,-68.55695902,44.040148302000034
538,19,grspn538,-68.55560825,44.043888868000067
539,19,grspn539,-68.55464656,44.042346038000062
540,19,grspn540,-68.55606325,44.043590188000053
541,19,grspn541,-68.55681448,44.042903280000075
542,19,grspn542,-68.55523744,44.042976937000049
543,19,grspn543,-68.55510664,44.042341423000039
544,19,grspn544,-68.55597559,44.039925246000053
545,19,grspn545,-68.55824291,44.043083055000068
546,19,grspn546,-68.55658434,44.041611788000068
547,19,grspn547,-68.55693037,44.040801967000050
548,19,grspn548,-68.55902755,44.044293030000063
549,19,grspn549,-68.55800502,44.040272137000045
550,19,grspn550,-68.55695703,44.042046688000028
551,19,grspn551,-68.55905401,44.041182340000034
552,19,grspn552,-68.55620984,44.044092396000053
553,19,grspn553,-68.55850484,44.044148555000049
554,19,grspn554,-68.55583708,44.043381160000081
555,19,grspn555,-68.55807353,44.042266562000066
556,19,grspn556,-68.55565235,44.039834472000052
557,19,grspn557,-68.55602417,44.042642871000055
558,19,grspn558,-68.55684036,44.040562539000064
559,19,grspn559,-68.55748964,44.041003661000047
560,19,grspn560,-68.55759756,44.041738295000073
561,19,grspn561,-68.55500234,44.042363096000031
562,19,grspn562,-68.55860971,44.041799902000037
563,19,grspn563,-68.55613287,44.041441706000057
564,19,grspn564,-68.55804793,44.042774732000055
565,19,grspn565,-68.55701984,44.041622977000031
566,19,grspn566,-68.55855453,44.043675539000049
567,19,grspn567,-68.557114,44.040704507000044
568,19,grspn568,-68.55431804,44.042868888000044
569,19,grspn569,-68.55685978,44.043273910000039
570,19,grspn570,-68.55660007,44.042595617000075
571,19,grspn571,-68.55588256,44.041779226000074
572,26,mlklge572,-68.38769049,44.386232996000047
573,26,mlklge573,-68.38741799,44.385981451000077
574,26,mlklge574,-68.38753023,44.386123180000027
575,26,mlklge575,-68.38724648,44.386139115000049
576,26,mlklge576,-68.3872657,44.386006598000051
577,26,mlklge577,-68.3873678,44.386048580000079
578,27,thr578,-68.17705758,44.363601184000061
579,27,thr579,-68.17642709,44.363905098000032
580,27,thr580,-68.17635529,44.363133433000030
581,27,thr581,-68.17723953,44.363457682000046
