OID_,CID,POINT_X,POINT_Y,OID_1
150,68,-68.247012532325584,44.153165758057298,
151,68,-68.249908159167603,44.150750801948277,
152,68,-68.245203877634310,44.141803392211443,
153,68,-68.248020286202632,44.150245750025533,
154,68,-68.249775884118094,44.150730392579135,
155,68,-68.247470623260085,44.144175134412649,
156,68,-68.246587470056284,44.146199429182161,
157,68,-68.247716001962146,44.146914382829891,
158,68,-68.250392286174019,44.152194111979952,
159,68,-68.249559004348953,44.156563134995849,
160,68,-68.246405947852338,44.147130061156133,
161,68,-68.245248872909372,44.142831690886794,
162,68,-68.247017644647599,44.142381656631414,
163,68,-68.248089500745607,44.151524431915846,
164,68,-68.246598045316830,44.149379740054030,
165,68,-68.245240266360042,44.156055287952654,
166,68,-68.244197385590837,44.157177513851366,
167,68,-68.247074840483037,44.144010517581364,
168,68,-68.248710169583887,44.143949362862543,
169,68,-68.247813078802039,44.143279037782122,
170,68,-68.248871520518890,44.154920079218755,
171,68,-68.247929085952251,44.154653831567089,
172,68,-68.247609345372268,44.149288087059347,
173,68,-68.246709857945518,44.142428312285347,
174,68,-68.244612411487594,44.155822522462756,
175,68,-68.247124703728559,44.148292308339080,
176,68,-68.250198489494835,44.151238679923608,
177,68,-68.247479367581775,44.150079314656352,
178,68,-68.250151163307862,44.155667035224951,
179,68,-68.248134659541677,44.156674553989376,
180,68,-68.250957374136306,44.149178082493677,
181,68,-68.248988012749010,44.152203653786955,
182,68,-68.247249874385261,44.154181459498147,
183,68,-68.249787984795546,44.149083590768157,
184,68,-68.247283327635216,44.154920535056419,
185,68,-68.247063318170603,44.148472539872387,
186,68,-68.250710436689531,44.154390741192344,
187,68,-68.252705581113673,44.154479332408471,
188,68,-68.244654700217325,44.157044285842119,
189,68,-68.249143037691738,44.150337997961401,
190,68,-68.248640607890252,44.143663459062566,
191,68,-68.246554115309664,44.155397480239515,
192,68,-68.244466945019383,44.146622631925766,
193,68,-68.247439445337875,44.146432357099798,
194,68,-68.251001341202368,44.150598243562968,
195,68,-68.246975155358996,44.151186338575826,
196,68,-68.245085350664738,44.157542658617558,
197,68,-68.250868996398538,44.153394836689984,
198,68,-68.252077907946898,44.149507901802792,
199,68,-68.249826666356967,44.157388168184639,
200,68,-68.247030716115319,44.150108316592366,
201,68,-68.245239202562345,44.144540064023772,
202,68,-68.247995755936529,44.155011355912507,
203,68,-68.248685970172517,44.150923316487138,
204,68,-68.248295268968604,44.150963611544512,
205,68,-68.247787972990920,44.145865072488903,
206,68,-68.249272077796718,44.145310743364746,
207,68,-68.250077223254777,44.156463333909528,
208,68,-68.248193562510664,44.142419364527768,
209,68,-68.244751559446229,44.147072432955781,
210,68,-68.245479750370066,44.154777492173821,
211,68,-68.246190447792685,44.154019920609585,
212,68,-68.246319347746237,44.154722493146437,
213,68,-68.248888571392683,44.154651913772966,
214,68,-68.246201779747082,44.147818793730380,
215,68,-68.249185754938708,44.155526840276991,
216,68,-68.248067500374816,44.155874356881498,
217,68,-68.245124838318134,44.143278414731355,
218,68,-68.247595805482263,44.146975744023734,
219,68,-68.248753317600006,44.150527149120478,
220,68,-68.243572053282548,44.156800634634635,
221,68,-68.249670340532134,44.150278832238371,
222,68,-68.244970288590025,44.144856311343517,
223,68,-68.247775570854287,44.146227114858277,
224,68,-68.244792517307417,44.156065840872088,
225,68,-68.249843809343815,44.152518349850254,
226,68,-68.251869588127988,44.152029403280835,
227,68,-68.249615676902181,44.150148720538482,
228,68,-68.244907518939044,44.145429794217648,
229,68,-68.252412607850431,44.151374639249582,
230,68,-68.249404602214042,44.144280160922278,
231,68,-68.245188401079133,44.144109997778799,
232,68,-68.246170163936370,44.142129823591688,
233,68,-68.247382256071944,44.151486541301097,
234,68,-68.249469947508032,44.145071111261984,
235,68,-68.245366820771665,44.145438029174557,
236,68,-68.248783170833008,44.145882858725543,
237,68,-68.247433622885239,44.142916798524539,
238,68,-68.247170269492187,44.145184610875958,
239,68,-68.247723660972724,44.146108729192235,
240,68,-68.246555744704040,44.142910546422058,
241,68,-68.250894235410669,44.155385517837942,
242,68,-68.249292766606061,44.153971589989908,
243,68,-68.246463035209388,44.143841241310156,
244,68,-68.250276326005519,44.155995875730696,
245,68,-68.248965907864488,44.155430233552067,
246,68,-68.246745889451574,44.144496303406072,
247,68,-68.252991301293207,44.154565583722501,
248,68,-68.248850540073079,44.144494827931794,
249,68,-68.251637701292395,44.150185747075511,
250,68,-68.244379843097590,44.145462248597482,
251,68,-68.250427181208238,44.148749270622204,
252,68,-68.246196103758052,44.145099043137975,
253,68,-68.246088492798378,44.156008896713900,
254,68,-68.249093218010898,44.153922374212641,
255,68,-68.245441124088984,44.146971895156014,
256,68,-68.252617416065277,44.154368112136183,
257,68,-68.247067738189514,44.150342389463674,
258,68,-68.246343712016028,44.145144484814352,
259,68,-68.246339538084499,44.147368921077486,
260,68,-68.246930629428391,44.151993601527465,
261,68,-68.247513256610091,44.151871396153808,
262,68,-68.247245325316499,44.156940779211823,
263,68,-68.247845926176012,44.148784554249744,
264,68,-68.247744457608633,44.152587946474227,
265,68,-68.248258046865431,44.152147348009123,
266,68,-68.245462775150884,44.144729915591313,
267,68,-68.247907375633190,44.154199936243231,
268,68,-68.249563824621475,44.157108933150994,
269,68,-68.245298596075486,44.148186465346043,
270,68,-68.248374064053280,44.157664175788796,
271,68,-68.248015725141215,44.152933512839581,
272,68,-68.248746170450261,44.146248369737918,
273,68,-68.248480319474368,44.149106728528125,
274,68,-68.244673870877250,44.145501238900749,
275,68,-68.244873444340044,44.156568696478530,
276,68,-68.249212769954283,44.147816300446209,
277,68,-68.248537736601065,44.153572183246979,
278,68,-68.247026553296621,44.142198960885764,
279,68,-68.245512788928181,44.156374640246781,
280,68,-68.249982848687750,44.155935151693143,
281,68,-68.248139527552553,44.146238750395071,
282,68,-68.244704298047168,44.142460589046152,
283,68,-68.247922619822134,44.152286623869657,
284,68,-68.247738385463151,44.152800316843866,
285,68,-68.250931948612902,44.155013009582945,
286,68,-68.245834130053368,44.141577112703601,
287,68,-68.249336618963639,44.154325674864026,
288,68,-68.245614566189658,44.147663849632465,
289,68,-68.252225663818706,44.150195276849843,
290,68,-68.246747528542357,44.149019852683296,
291,68,-68.250217736003151,44.152410583456231,
292,68,-68.248652958564492,44.148978686532473,
293,68,-68.249716713867713,44.154593413858549,
294,68,-68.252573972761297,44.155258172402228,
295,68,-68.248146301413669,44.156290768712552,
296,68,-68.246730454242254,44.145767934040464,
297,68,-68.249171570128965,44.145049438547517,
298,68,-68.249302657599628,44.151582896548234,
299,68,-68.247465635053970,44.155496741496108,
300,68,-68.250505105655577,44.152482216028829,
301,68,-68.249081403709624,44.148188926512205,
302,68,-68.246346325490435,44.154115726770101,
303,68,-68.250540042107787,44.151115133065900,
304,68,-68.245860291395275,44.142296469437611,
305,68,-68.245842628626065,44.155211970268908,
306,68,-68.247095255444322,44.142056153356577,
307,68,-68.248945327148135,44.150755957803767,
308,68,-68.248125588905964,44.143684126618211,
309,68,-68.249771588899819,44.156379786099251,
310,68,-68.245731430907369,44.148313427342146,
311,68,-68.251853230111294,44.151852468898142,
312,68,-68.250226879673050,44.148141153017548,
313,68,-68.244247777513010,44.145551136200027,
314,68,-68.248784836878997,44.143456674032393,
315,68,-68.249449507250461,44.152719363030428,
316,68,-68.246102586944744,44.154393016349104,
317,68,-68.247953162197405,44.150957076746067,
318,68,-68.250715748969299,44.154665656183568,
319,68,-68.250344909865248,44.156161549760725,
320,68,-68.251044087431580,44.152745862568452,
321,68,-68.249037613497023,44.147021819375766,
322,68,-68.243803230435390,44.143351207028729,
323,68,-68.244497157633361,44.145213358620765,
324,68,-68.250825663794103,44.156098766152184,
325,68,-68.249139786145406,44.146124770437552,
326,68,-68.249398875294844,44.157542294628854,
327,68,-68.250670848659240,44.155623967987140,
328,68,-68.251607634308016,44.155146106534175,
329,68,-68.243888519434961,44.144654524521570,
330,68,-68.249517822763153,44.156683240708787,
331,68,-68.247539535919941,44.156431676841294,
332,68,-68.250929098014922,44.152361100464134,
333,68,-68.246788339750140,44.150696790811367,
334,68,-68.251888470676704,44.150129224908994,
335,68,-68.249024168679398,44.153439618038931,
336,68,-68.245512058529414,44.155098047523381,
337,68,-68.250271432266914,44.149618939307857,
338,68,-68.244168630326669,44.144248358484958,
339,68,-68.245071403330940,44.145698182313424,
340,68,-68.249345438827845,44.143647755031225,
341,68,-68.247736833757529,44.150905310767712,
342,68,-68.249197138101749,44.146454221701333,
343,68,-68.250519604939655,44.155482264378122,
344,68,-68.248900502351660,44.153025649535380,
345,68,-68.251312738234788,44.150244490914474,
346,68,-68.249309842016771,44.155201402775731,
347,68,-68.251383596072856,44.154201974789999,
348,68,-68.249098506631128,44.156484218407741,
349,68,-68.248833761755407,44.152939458801200,
350,68,-68.248487033792287,44.156274773864254,
351,68,-68.244648415675499,44.143787133242085,
352,68,-68.247809094851391,44.148097973595895,
353,68,-68.248186375819330,44.145295137889832,
354,68,-68.244433578996450,44.143537206369274,
355,68,-68.248077942962595,44.148468238238877,
356,68,-68.243616394645073,44.144042610050519,
357,68,-68.247649685797228,44.144242598397454,
358,68,-68.244264460056172,44.144185425292449,
359,68,-68.249148513286457,44.149991910813810,
360,68,-68.251494681618624,44.154791525107555,
361,68,-68.245830842323358,44.149917754823321,
362,68,-68.251116713986505,44.152976601147429,
363,68,-68.250462127392211,44.155723675011643,
364,68,-68.248125235582734,44.144742254071957,
365,68,-68.247819977636709,44.143117798082358,
366,68,-68.246366161297033,44.149436232447215,
367,68,-68.249167311139331,44.151696350447310,
368,68,-68.245634968400964,44.146211768806211,
369,68,-68.248351823580265,44.153107282640804,
370,68,-68.251614761540168,44.150667853565210,
371,68,-68.248230589346861,44.148747397318004,
372,68,-68.247760765900296,44.148679603380799,
373,68,-68.246706487940799,44.143705806144283,
374,68,-68.245694983096371,44.155444563411322,
375,68,-68.246207806006225,44.157490878419424,
376,68,-68.247441407550127,44.143821396596195,
377,68,-68.251002267771412,44.150445595191343,
378,68,-68.247036794202700,44.154588372459443,
379,68,-68.246531578464385,44.151037297793096,
380,68,-68.248788610885867,44.144212413162677,
381,68,-68.251683456398325,44.155015910335635,
382,68,-68.245320720319000,44.141824681971229,
383,68,-68.249198379694633,44.157328524564662,
384,68,-68.248216348074152,44.144176184140576,
385,68,-68.251335980724491,44.153437917021677,
386,68,-68.246896504122617,44.144630046386851,
387,68,-68.249107531760274,44.157185326361457,
388,68,-68.245941209188345,44.148711135941369,
389,68,-68.249827464990290,44.157252392839723,
390,68,-68.250056869882030,44.152560062607449,
391,68,-68.247645470180032,44.150973063398055,
392,68,-68.246717647771789,44.157543250486469,
393,68,-68.249206080848126,44.157729371332323,
394,68,-68.243942020751149,44.157149077306372,
395,68,-68.248811424611802,44.155003757483428,
396,68,-68.248729260889775,44.145792051902845,
397,68,-68.246671851178007,44.155250105756409,
398,68,-68.247440745477263,44.152759782438181,
399,68,-68.247333036281361,44.144459298605796,
400,68,-68.251041962063880,44.149745724361253,
401,68,-68.247869492919165,44.152403677512496,
402,68,-68.247007848442877,44.143678496851010,
403,68,-68.251161231195340,44.152685430517295,
404,68,-68.248235562680691,44.150275374505611,
405,68,-68.245170790401801,44.146703366546319,
406,68,-68.249650514729296,44.156476647815566,
407,68,-68.247944028861980,44.148906998426867,
408,68,-68.244740448100970,44.143301534636635,
409,68,-68.244544801322718,44.146260917188840,
410,68,-68.250854787089054,44.148828984367810,
411,68,-68.246239175342225,44.148367195930462,
412,68,-68.251258872553194,44.152814077760524,
413,68,-68.249923893540767,44.154387301668635,
414,68,-68.247926329127438,44.147507113876884,
415,68,-68.245516463514775,44.145583791220020,
416,68,-68.245628123058680,44.142099534689237,
417,68,-68.250064266636855,44.148665648032988,
418,68,-68.245476436895160,44.144321800225669,
419,68,-68.244970722034964,44.157344694615745,
420,68,-68.246794631378748,44.149384848843169,
421,68,-68.251975584919251,44.150272352432012,
422,68,-68.246137896296716,44.145410771089701,
423,68,-68.246351116669189,44.143596630085028,
424,68,-68.246994290254975,44.146968567648457,
425,68,-68.249166741537977,44.152607293445158,
426,68,-68.251629022811187,44.153639907051684,
427,68,-68.250649382175709,44.150643917413618,
428,68,-68.245136159544927,44.146152528799178,
429,68,-68.251248211959535,44.152606604714151,
430,68,-68.247465250639323,44.149188410748934,
431,68,-68.246936524410955,44.143776578037205,
432,68,-68.249748012519376,44.148015715697454,
433,68,-68.248046025461861,44.143081386277913,
434,68,-68.247604867765006,44.144591804020422,
435,68,-68.248602856615321,44.153674819404728,
436,68,-68.246957308580420,44.154732176133109,
437,68,-68.247863067883998,44.145226199599335,
438,68,-68.251859721973915,44.153462398483839,
439,68,-68.249226229529597,44.150066485534808,
440,68,-68.246729289891618,44.147249135308584,
441,68,-68.243485695201798,44.157172532965092,
442,68,-68.245380284209716,44.142326767939437,
443,68,-68.251446010168650,44.154928219380167,
444,68,-68.246261159324320,44.156366066412374,
445,68,-68.247723782224966,44.155556731119532,
446,68,-68.247680741409965,44.153281337967599,
447,68,-68.245223358145722,44.156173873005571,
448,68,-68.243934896217638,44.144447370053456,
449,68,-68.248013840369765,44.148150139053314,
450,68,-68.246519039282134,44.157600034741677,
451,68,-68.250030751442239,44.153817702992342,
452,68,-68.249825044927491,44.153473822572209,
453,68,-68.248178550669309,44.152911310039826,
454,68,-68.248398086560826,44.151613185169481,
455,68,-68.248146323776155,44.147328227890853,
456,68,-68.251646873131051,44.148975721439228,
457,68,-68.246638343798281,44.158049616212395,
458,68,-68.248886296344438,44.151757306906575,
459,68,-68.247160453621746,44.151769279115399,
460,68,-68.246918748768394,44.147149403540539,
461,68,-68.247343855415068,44.154374963375972,
462,68,-68.247952671143935,44.143352227481046,
463,68,-68.244559647547533,44.144547088733475,
464,68,-68.243537519569429,44.143974864035101,
465,68,-68.252337925085556,44.151563338903486,
466,68,-68.245754160055867,44.157776337459154,
467,68,-68.251828386911541,44.152283498831309,
468,68,-68.243980585816246,44.144814750877345,
469,68,-68.250934834551401,44.151765739926191,
470,68,-68.246813979732508,44.145949059139582,
471,68,-68.247527070124249,44.145528866392510,
472,68,-68.247219493468890,44.146140134367556,
473,68,-68.244221965006545,44.156642090638229,
474,68,-68.251099975775389,44.155288038738320,
475,68,-68.247629606361329,44.150728807040366,
476,68,-68.247971450037824,44.154448103736229,
477,68,-68.248706154579281,44.147449894948807,
478,68,-68.247955461376762,44.145215638802824,
479,68,-68.247279440705029,44.148916448055672,
480,68,-68.248919330802096,44.147515792212971,
481,68,-68.247914500214733,44.145016147159708,
482,68,-68.245650848808339,44.156682752458835,
483,68,-68.246654645460353,44.150609471714915,
484,68,-68.251630712085330,44.149790337762226,
485,68,-68.248627655731866,44.147349412681876,
486,68,-68.246827286657606,44.157217096678153,
487,68,-68.249527878969332,44.157612802772007,
488,68,-68.248854807590874,44.152531816510077,
489,68,-68.244547318014213,44.157625227244125,
490,68,-68.247784750387495,44.147446337837380,
491,68,-68.252032847946907,44.149157021758697,
492,68,-68.246684677503708,44.157729104974749,
493,68,-68.245414116721406,44.155381521191373,
494,68,-68.251546177284297,44.149322087920325,
495,68,-68.249016701748701,44.155952667922008,
496,68,-68.246098793843885,44.143919477321049,
497,68,-68.251976798923806,44.151059428174392,
498,68,-68.250389285691710,44.149310630022228,
499,68,-68.247242015194786,44.142759073792035,
500,68,-68.244469302099219,44.156906519941742,
501,68,-68.250344815028939,44.151998294550140,
502,68,-68.245615713032521,44.154963466508605,
503,68,-68.244412809877758,44.157750464081232,
504,68,-68.248320245474190,44.156801851538376,
505,68,-68.249276410950642,44.148477417993945,
506,68,-68.245683799412291,44.157688561544944,
507,68,-68.252525047725101,44.154490333906153,
508,68,-68.246461265200537,44.146062637747264,
509,68,-68.244234772208074,44.145187750578827,
510,68,-68.246178749356318,44.144494367626748,
511,68,-68.246853371180691,44.142398738826444,
512,68,-68.251936759325588,44.154344664863117,
513,68,-68.249337754746819,44.144590377890097,
514,68,-68.249937863591754,44.152041578710225,
515,68,-68.244115396742131,44.144859453266520,
516,68,-68.249349911484330,44.151859352824999,
517,68,-68.245133807723903,44.156575647416446,
518,68,-68.246236615348323,44.156554333773329,
519,68,-68.251425200664812,44.154044573972840,
520,68,-68.247280545283274,44.145536735647966,
521,68,-68.251228663886423,44.151469687743599,
522,68,-68.247535214021468,44.157021721500087,
523,68,-68.248582030501439,44.145741033985871,
524,68,-68.248774085854393,44.154382524598361,
525,68,-68.248769486155538,44.149373725869168,
526,68,-68.247645474534863,44.152133454500358,
527,68,-68.249855864535846,44.153974069417018,
528,68,-68.248698145915228,44.149662336820313,
529,68,-68.249824695901509,44.156905691654629,
530,68,-68.251917098472632,44.149149175987873,
531,68,-68.250720387903243,44.150359166448595,
532,68,-68.252238292377456,44.150761334658114,
533,68,-68.246646690982743,44.156508880979800,
534,68,-68.244330801880324,44.145958740334436,
535,68,-68.247536968924351,44.142936905120735,
536,68,-68.248556585176630,44.156056143089813,
537,68,-68.249220094974874,44.156507007993412,
538,68,-68.247532815468162,44.148663169778558,
539,68,-68.251967178132531,44.149525219027794,
540,68,-68.249884528036944,44.149436312314151,
541,68,-68.248949387950347,44.143742277996353,
542,68,-68.244471545979081,44.144480390098067,
543,68,-68.249743869958252,44.152201575095944,
544,68,-68.248992619371165,44.149397052588938,
545,68,-68.249566226302534,44.144141544705121,
546,68,-68.247759405861814,44.155796121259584,
547,68,-68.249082750879836,44.153635171367853,
548,68,-68.249126316160300,44.149612282611315,
549,68,-68.247373491548615,44.145542322244012,
550,68,-68.248992746059344,44.151130279916629,
551,68,-68.248493961969132,44.150794154853543,
552,68,-68.249211132009748,44.149369849109291,
553,68,-68.248512991861105,44.146215727823005,
554,68,-68.246523363233109,44.142123031999517,
555,68,-68.246670109303182,44.142616688465239,
556,68,-68.245098871386688,44.148042117540115,
557,68,-68.249741622861507,44.151750517309097,
558,68,-68.249636164935907,44.156664664191567,
559,68,-68.248649033303764,44.145065266195672,
560,68,-68.248412277743341,44.151933541950200,
561,68,-68.244443714626129,44.143318403702608,
562,68,-68.248101241072561,44.150722962501618,
563,68,-68.249531154314298,44.146258274843262,
564,68,-68.247140483835665,44.156278485881955,
565,68,-68.249299241813901,44.157368045099020,
566,68,-68.245724777374903,44.144820359744131,
567,68,-68.246318926269794,44.155649026709568,
568,68,-68.251754444086600,44.155560656521061,
569,68,-68.245980854529193,44.142354931136879,
570,68,-68.246795786062762,44.145097804004024,
571,68,-68.245215234285297,44.157650721728714,
572,68,-68.248177530185615,44.149379341629128,
573,68,-68.248690812318216,44.143139330723784,
574,68,-68.247401190477717,44.152524437727152,
575,68,-68.247457587959616,44.147008640040269,
576,68,-68.244781677549270,44.142349627395276,
577,68,-68.249181205980278,44.153264478287554,
578,68,-68.246672321792573,44.150039989473100,
579,68,-68.244769987562165,44.144678927062728,
580,68,-68.248866184535757,44.147745251512731,
581,68,-68.247005632462560,44.143352514914795,
582,68,-68.246285382796259,44.145802508619568,
583,68,-68.250736209449258,44.150757954690164,
584,68,-68.250997539816240,44.154119905722553,
585,68,-68.251183980184351,44.153382769536165,
586,68,-68.244976355868062,44.157132023291808,
587,68,-68.250156926473551,44.154426887391253,
588,68,-68.249869597875033,44.157014799919466,
589,68,-68.248070289857594,44.143307353040370,
590,68,-68.249540335146037,44.151705439907914,
591,68,-68.249425897178412,44.145385468044879,
592,68,-68.249355330556909,44.151259310846228,
593,68,-68.247506125329551,44.157274146880411,
594,68,-68.246909350802753,44.144497324643567,
595,68,-68.248775500000079,44.151594215968487,
596,68,-68.250297310679571,44.155442091045586,
597,68,-68.248861313220971,44.149298254630310,
598,68,-68.249132342995324,44.155599683614582,
599,68,-68.251342725403561,44.151833502099691,
600,68,-68.247214268634650,44.150890764592418,
601,68,-68.249147721881286,44.155785383672594,
602,68,-68.250236980729142,44.149074445376300,
603,68,-68.246539608777425,44.144304548960861,
604,68,-68.253192948133403,44.154629794050038,
605,68,-68.246711954211605,44.141572899246626,
606,68,-68.246452310432403,44.143954307032800,
607,68,-68.248228875995778,44.156454221142269,
608,68,-68.247149697401937,44.149851221665131,
609,68,-68.250757763574541,44.149710963600569,
610,68,-68.243647345969691,44.157289315695948,
611,68,-68.248137298651159,44.151142424615557,
612,68,-68.247230383807846,44.151554424628330,
613,68,-68.246814577208454,44.146138404186786,
614,68,-68.250917006026725,44.155715622359764,
615,68,-68.246905293888517,44.155723803424507,
616,68,-68.247298748736114,44.157096014908120,
617,68,-68.250401893292576,44.148343951449476,
618,68,-68.249945910416500,44.152788476707144,
619,68,-68.246919853546615,44.153491551518869,
620,68,-68.251656395022792,44.154744033638679,
621,68,-68.246926806015324,44.151528772163999,
622,68,-68.243930276515243,44.142857658693742,
623,68,-68.249506404524254,44.150442422575225,
624,68,-68.248341077092221,44.143162065311344,
625,68,-68.247701040321601,44.156976627933318,
626,68,-68.246052073302963,44.141647047169783,
627,68,-68.247839725036329,44.153566422465133,
628,68,-68.247577197208500,44.149607829335878,
629,68,-68.244246227377346,44.157559210680745,
630,68,-68.247233277893429,44.143140031858024,
631,68,-68.246867480665458,44.151767054920185,
632,68,-68.250389998532455,44.149650214495466,
633,68,-68.247827125182198,44.144491239323770,
634,68,-68.246895251704075,44.154473206224679,
